order_id,customer_id,product_name,category,order_date,unit_price,quantity,total_amount
92,CUST_035,iPhone 14,Electronics,2023-08-03,927.58,2,1855.16
93,CUST_026,MacBook Pro,Electronics,2023-03-31,1186.56,3,3559.68
94,CUST_068,Jeans,Clothing,2023-11-10,63.08,2,126.16
95,CUST_029,Jeans,Clothing,2023-08-05,54.76,1,54.76
96,CUST_010,Yoga Mat,Sports,2023-12-23,35.87,3,107.61
97,CUST_036,Python Programming Book,Books,2023-04-06,46.88,3,140.64
98,CUST_037,iPhone 14,Electronics,2023-09-25,1100.34,3,3301.02
99,CUST_089,Yoga Mat,Sports,2023-12-21,34.82,2,69.64
100,CUST_062,Yoga Mat,Sports,2023-03-25,27.56,2,55.12
101,CUST_019,T-Shirt,Clothing,2023-06-26,29.04,1,29.04
102,CUST_076,Coffee Maker,Home & Kitchen,2023-09-22,96.35,2,192.7
103,CUST_052,Face Cream,Beauty,2023-12-05,16.66,3,49.98
104,CUST_069,Yoga Mat,Sports,2023-04-09,26.54,3,79.62
105,CUST_053,Yoga Mat,Sports,2023-05-31,25.09,3,75.27
106,CUST_042,Coffee Maker,Home & Kitchen,2023-07-05,91.77,2,183.54
107,CUST_005,Coffee Maker,Home & Kitchen,2023-06-12,84.62,1,84.62
108,CUST_018,Yoga Mat,Sports,2023-08-27,34.03,2,68.06
109,CUST_017,Blender,Home & Kitchen,2023-09-10,48.51,3,145.53
110,CUST_040,Yoga Mat,Sports,2023-06-19,34.69,2,69.38
111,CUST_066,Jeans,Clothing,2023-01-05,71.67,2,143.34
112,CUST_065,T-Shirt,Clothing,2023-12-08,29.46,1,29.46
113,CUST_089,T-Shirt,Clothing,2023-10-28,27.07,2,54.14
114,CUST_019,Blender,Home & Kitchen,2023-12-30,48.47,3,145.41
115,CUST_090,Coffee Maker,Home & Kitchen,2023-01-19,89.72,2,179.44
116,CUST_013,Face Cream,Beauty,2023-08-30,22.57,1,22.57
117,CUST_039,AirPods,Electronics,2023-01-01,161.09,1,161.09
118,CUST_063,iPhone 14,Electronics,2023-11-08,974.52,2,1949.04
119,CUST_058,Jeans,Clothing,2023-02-13,70.18,2,140.36
120,CUST_036,AirPods,Electronics,2023-08-15,181.65,1,181.65
121,CUST_049,iPhone 14,Electronics,2023-01-14,1078.76,1,1078.76
122,CUST_003,Coffee Maker,Home & Kitchen,2023-05-24,104.94,1,104.94
123,CUST_074,Python Programming Book,Books,2023-08-12,39.28,2,78.56
124,CUST_028,Face Cream,Beauty,2023-01-08,19.1,2,38.2
125,CUST_060,Jeans,Clothing,2023-06-27,54.23,1,54.23
126,CUST_027,Yoga Mat,Sports,2023-05-25,28.92,1,28.92
127,CUST_077,AirPods,Electronics,2023-08-08,211.71,1,211.71
128,CUST_069,Yoga Mat,Sports,2023-10-30,24.98,2,49.96
129,CUST_030,Jeans,Clothing,2023-08-30,57.86,3,173.58
130,CUST_065,iPhone 14,Electronics,2023-05-26,1037.64,3,3112.92
131,CUST_063,Blender,Home & Kitchen,2023-08-05,56.83,3,170.49
132,CUST_077,Yoga Mat,Sports,2023-04-08,25.6,3,76.8
133,CUST_021,Blender,Home & Kitchen,2023-11-07,50.68,1,50.68
134,CUST_005,AirPods,Electronics,2023-12-24,186.12,1,186.12
135,CUST_053,Face Cream,Beauty,2023-06-14,19.01,2,38.02
136,CUST_085,Yoga Mat,Sports,2023-03-19,27.01,2,54.02
137,CUST_045,T-Shirt,Clothing,2023-07-24,28.77,2,57.54
138,CUST_032,Python Programming Book,Books,2023-02-03,42.73,3,128.19
139,CUST_034,AirPods,Electronics,2023-04-28,166.15,3,498.45
140,CUST_065,Jeans,Clothing,2023-02-23,69.03,2,138.06
141,CUST_057,Coffee Maker,Home & Kitchen,2023-04-22,100.24,3,300.72
142,CUST_014,AirPods,Electronics,2023-03-07,153.81,3,461.43
143,CUST_098,MacBook Pro,Electronics,2023-10-21,1371.04,2,2742.08
144,CUST_079,AirPods,Electronics,2023-12-13,196.29,3,588.87
145,CUST_038,Coffee Maker,Home & Kitchen,2023-12-01,103.03,2,206.06
146,CUST_005,T-Shirt,Clothing,2023-10-12,29.25,2,58.5
147,CUST_074,T-Shirt,Clothing,2023-09-30,29.79,1,29.79
148,CUST_053,AirPods,Electronics,2023-07-24,153.27,3,459.81
149,CUST_055,Blender,Home & Kitchen,2023-12-02,57.92,1,57.92
150,CUST_067,MacBook Pro,Electronics,2023-06-04,1139.98,1,1139.98
151,CUST_019,Jeans,Clothing,2023-10-04,54.68,2,109.36
152,CUST_061,Jeans,Clothing,2023-01-22,50.89,2,101.78
153,CUST_012,MacBook Pro,Electronics,2023-12-12,1301.77,1,1301.77
154,CUST_045,Face Cream,Beauty,2023-03-14,19.84,1,19.84
155,CUST_086,Python Programming Book,Books,2023-08-27,34.5,2,69.0
156,CUST_048,iPhone 14,Electronics,2023-03-02,1147.31,2,2294.62
157,CUST_008,AirPods,Electronics,2023-04-23,215.0,1,215.0
158,CUST_047,Python Programming Book,Books,2023-05-07,35.77,2,71.54
159,CUST_028,Python Programming Book,Books,2023-03-19,43.95,2,87.9
160,CUST_014,Python Programming Book,Books,2023-07-06,43.4,3,130.2
161,CUST_023,MacBook Pro,Electronics,2023-08-26,1224.15,2,2448.3
162,CUST_015,Yoga Mat,Sports,2023-07-11,28.52,3,85.56
163,CUST_074,Yoga Mat,Sports,2023-02-08,26.53,1,26.53
164,CUST_090,Yoga Mat,Sports,2023-05-06,28.11,1,28.11
165,CUST_025,Face Cream,Beauty,2023-03-09,21.18,3,63.54
166,CUST_018,T-Shirt,Clothing,2023-04-21,27.36,3,82.08
167,CUST_008,AirPods,Electronics,2023-08-24,164.42,2,328.84
168,CUST_006,Face Cream,Beauty,2023-06-29,17.95,2,35.9
169,CUST_059,Blender,Home & Kitchen,2023-12-31,58.66,1,58.66
170,CUST_053,Jeans,Clothing,2023-05-30,56.76,2,113.52
171,CUST_004,Python Programming Book,Books,2023-12-16,45.47,3,136.41
172,CUST_003,Python Programming Book,Books,2023-08-31,47.71,1,47.71
173,CUST_095,MacBook Pro,Electronics,2023-01-06,1490.05,3,4470.15
174,CUST_006,iPhone 14,Electronics,2023-04-28,868.35,2,1736.7
175,CUST_051,Yoga Mat,Sports,2023-03-03,30.67,2,61.34
176,CUST_008,AirPods,Electronics,2023-01-26,199.39,1,199.39
177,CUST_070,T-Shirt,Clothing,2023-04-28,21.99,3,65.97
178,CUST_020,iPhone 14,Electronics,2023-04-23,1107.1,2,2214.2
179,CUST_038,T-Shirt,Clothing,2023-10-20,25.32,1,25.32
180,CUST_033,Python Programming Book,Books,2023-06-27,40.77,2,81.54
181,CUST_010,MacBook Pro,Electronics,2023-06-21,1395.97,1,1395.97
182,CUST_084,Jeans,Clothing,2023-11-17,66.23,1,66.23
183,CUST_075,Coffee Maker,Home & Kitchen,2023-02-07,84.55,3,253.65
184,CUST_049,MacBook Pro,Electronics,2023-03-10,1525.12,2,3050.24
185,CUST_075,MacBook Pro,Electronics,2023-05-17,1074.57,3,3223.71
186,CUST_040,Blender,Home & Kitchen,2023-11-16,42.79,1,42.79
187,CUST_014,AirPods,Electronics,2023-11-12,157.41,1,157.41
188,CUST_083,Face Cream,Beauty,2023-03-19,18.86,2,37.72
189,CUST_042,MacBook Pro,Electronics,2023-03-30,1411.16,3,4233.48
190,CUST_032,Blender,Home & Kitchen,2023-06-28,54.94,1,54.94
191,CUST_015,iPhone 14,Electronics,2023-06-02,956.58,1,956.58
192,CUST_066,Python Programming Book,Books,2023-11-05,40.68,3,122.04
193,CUST_070,AirPods,Electronics,2023-05-14,196.59,3,589.77
194,CUST_042,iPhone 14,Electronics,2023-01-15,1157.55,2,2315.1
195,CUST_036,Blender,Home & Kitchen,2023-06-06,46.23,1,46.23
196,CUST_027,T-Shirt,Clothing,2023-10-16,27.13,2,54.26
197,CUST_005,Face Cream,Beauty,2023-05-03,16.81,1,16.81
198,CUST_013,T-Shirt,Clothing,2023-06-08,21.27,1,21.27
199,CUST_056,Python Programming Book,Books,2023-01-15,39.77,1,39.77
200,CUST_068,MacBook Pro,Electronics,2023-11-28,1373.39,3,4120.17
201,CUST_036,Face Cream,Beauty,2023-10-19,20.78,3,62.34
202,CUST_020,Face Cream,Beauty,2023-01-11,17.81,2,35.62
203,CUST_023,Face Cream,Beauty,2023-10-30,20.91,2,41.82
204,CUST_090,Python Programming Book,Books,2023-05-21,33.6,2,67.2
205,CUST_097,Python Programming Book,Books,2023-04-21,46.9,3,140.7
206,CUST_100,Jeans,Clothing,2023-11-20,64.96,1,64.96
207,CUST_092,Face Cream,Beauty,2023-10-14,19.38,1,19.38
208,CUST_029,Yoga Mat,Sports,2023-10-23,34.92,2,69.84
209,CUST_001,Jeans,Clothing,2023-10-29,51.96,1,51.96
210,CUST_036,Coffee Maker,Home & Kitchen,2023-07-01,83.95,1,83.95
211,CUST_054,AirPods,Electronics,2023-02-24,172.72,3,518.16
212,CUST_073,Yoga Mat,Sports,2023-11-05,33.62,2,67.24
213,CUST_026,T-Shirt,Clothing,2023-10-18,28.62,1,28.62
214,CUST_038,MacBook Pro,Electronics,2023-07-29,1275.14,3,3825.42
215,CUST_043,AirPods,Electronics,2023-12-30,156.69,2,313.38
216,CUST_071,Blender,Home & Kitchen,2023-06-29,58.29,1,58.29
217,CUST_049,Blender,Home & Kitchen,2023-10-12,40.25,2,80.5
218,CUST_085,Coffee Maker,Home & Kitchen,2023-02-18,106.59,1,106.59
219,CUST_049,Blender,Home & Kitchen,2023-05-28,41.7,2,83.4
220,CUST_061,iPhone 14,Electronics,2023-12-26,1038.14,3,3114.42
221,CUST_013,AirPods,Electronics,2023-08-03,201.57,3,604.71
222,CUST_062,iPhone 14,Electronics,2023-02-01,951.08,1,951.08
223,CUST_016,MacBook Pro,Electronics,2023-01-19,1443.26,1,1443.26
224,CUST_047,Blender,Home & Kitchen,2023-07-13,48.01,1,48.01
225,CUST_038,T-Shirt,Clothing,2023-11-15,23.33,1,23.33
226,CUST_055,AirPods,Electronics,2023-12-25,163.48,2,326.96
227,CUST_034,Coffee Maker,Home & Kitchen,2023-03-28,103.2,2,206.4
228,CUST_008,Yoga Mat,Sports,2023-11-17,27.04,3,81.12
229,CUST_087,Python Programming Book,Books,2023-09-12,37.42,2,74.84
230,CUST_067,iPhone 14,Electronics,2023-02-20,1088.31,3,3264.93
231,CUST_035,Python Programming Book,Books,2023-04-06,41.64,2,83.28
232,CUST_046,Blender,Home & Kitchen,2023-06-14,48.12,1,48.12
233,CUST_055,Face Cream,Beauty,2023-01-07,21.88,3,65.64
234,CUST_085,AirPods,Electronics,2023-05-27,174.33,1,174.33
235,CUST_002,Jeans,Clothing,2023-10-30,54.22,3,162.66
236,CUST_002,Coffee Maker,Home & Kitchen,2023-07-14,81.64,3,244.92
237,CUST_005,Blender,Home & Kitchen,2023-10-20,47.25,2,94.5
238,CUST_053,T-Shirt,Clothing,2023-12-21,27.63,2,55.26
239,CUST_024,Face Cream,Beauty,2023-03-22,19.89,2,39.78
240,CUST_087,iPhone 14,Electronics,2023-05-08,808.98,2,1617.96
241,CUST_014,Python Programming Book,Books,2023-01-09,42.13,2,84.26
242,CUST_073,Blender,Home & Kitchen,2023-09-03,48.42,3,145.26
243,CUST_026,MacBook Pro,Electronics,2023-01-29,1395.24,3,4185.72
244,CUST_070,Jeans,Clothing,2023-05-26,61.83,2,123.66
245,CUST_038,iPhone 14,Electronics,2023-02-03,1060.56,1,1060.56
246,CUST_076,Jeans,Clothing,2023-03-28,51.35,2,102.7
247,CUST_027,Blender,Home & Kitchen,2023-11-09,51.94,3,155.82
248,CUST_012,Yoga Mat,Sports,2023-08-25,26.1,1,26.1
249,CUST_045,Face Cream,Beauty,2023-07-09,16.37,2,32.74
250,CUST_054,iPhone 14,Electronics,2023-12-29,836.13,3,2508.39
251,CUST_026,Jeans,Clothing,2023-01-29,54.92,3,164.76
252,CUST_036,Coffee Maker,Home & Kitchen,2023-04-23,106.16,3,318.48
253,CUST_055,Python Programming Book,Books,2023-04-21,34.15,2,68.3
254,CUST_056,Face Cream,Beauty,2023-10-16,18.09,3,54.27
255,CUST_099,iPhone 14,Electronics,2023-09-01,1182.08,2,2364.16
256,CUST_098,Face Cream,Beauty,2023-07-20,16.84,2,33.68
257,CUST_073,iPhone 14,Electronics,2023-10-23,998.19,1,998.19
258,CUST_043,Face Cream,Beauty,2023-04-14,17.96,1,17.96
259,CUST_003,AirPods,Electronics,2023-08-17,144.37,2,288.74
260,CUST_012,Jeans,Clothing,2023-10-02,70.0,3,210.0
261,CUST_061,Face Cream,Beauty,2023-01-17,19.56,1,19.56
262,CUST_047,Python Programming Book,Books,2023-01-12,43.7,3,131.1
263,CUST_021,Coffee Maker,Home & Kitchen,2023-03-22,96.91,1,96.91
264,CUST_070,Yoga Mat,Sports,2023-07-19,29.86,2,59.72
265,CUST_015,Face Cream,Beauty,2023-02-28,23.54,1,23.54
266,CUST_047,Face Cream,Beauty,2023-10-15,23.98,3,71.94
267,CUST_026,Face Cream,Beauty,2023-03-27,16.26,3,48.78
268,CUST_007,AirPods,Electronics,2023-05-17,174.36,2,348.72
269,CUST_093,T-Shirt,Clothing,2023-03-23,24.54,3,73.62
270,CUST_059,iPhone 14,Electronics,2023-04-13,1038.5,2,2077.0
271,CUST_099,MacBook Pro,Electronics,2023-04-18,1402.06,3,4206.18
272,CUST_040,Coffee Maker,Home & Kitchen,2023-07-02,83.34,3,250.02
273,CUST_004,Blender,Home & Kitchen,2023-12-15,54.75,1,54.75
274,CUST_033,Face Cream,Beauty,2023-01-16,19.33,2,38.66
275,CUST_099,MacBook Pro,Electronics,2023-06-19,1040.12,2,2080.24
276,CUST_013,MacBook Pro,Electronics,2023-05-21,1076.41,3,3229.23
277,CUST_046,iPhone 14,Electronics,2023-01-29,815.03,1,815.03
278,CUST_057,Python Programming Book,Books,2023-09-29,38.36,3,115.08
279,CUST_030,T-Shirt,Clothing,2023-12-25,27.31,1,27.31
280,CUST_049,Python Programming Book,Books,2023-01-03,45.63,2,91.26
281,CUST_018,Yoga Mat,Sports,2023-10-20,34.91,1,34.91
282,CUST_079,iPhone 14,Electronics,2023-03-14,1071.85,1,1071.85
283,CUST_012,Face Cream,Beauty,2023-07-06,22.28,1,22.28
284,CUST_043,Coffee Maker,Home & Kitchen,2023-07-17,106.0,3,318.0
285,CUST_011,MacBook Pro,Electronics,2023-03-03,1426.53,1,1426.53
286,CUST_004,Python Programming Book,Books,2023-02-28,42.38,1,42.38
287,CUST_074,MacBook Pro,Electronics,2023-04-17,1154.64,1,1154.64
288,CUST_003,Jeans,Clothing,2023-09-19,63.1,1,63.1
289,CUST_087,Yoga Mat,Sports,2023-06-26,31.16,3,93.48
290,CUST_061,MacBook Pro,Electronics,2023-06-27,1558.08,2,3116.16
291,CUST_003,AirPods,Electronics,2023-06-09,188.84,2,377.68
292,CUST_089,T-Shirt,Clothing,2023-11-25,28.59,2,57.18
293,CUST_011,Python Programming Book,Books,2023-04-15,36.36,3,109.08
294,CUST_029,AirPods,Electronics,2023-05-17,205.35,1,205.35
295,CUST_042,Python Programming Book,Books,2023-01-09,40.8,1,40.8
296,CUST_059,Python Programming Book,Books,2023-08-14,32.07,3,96.21
297,CUST_005,Face Cream,Beauty,2023-06-25,16.64,2,33.28
298,CUST_060,Jeans,Clothing,2023-06-25,68.42,1,68.42
299,CUST_040,AirPods,Electronics,2023-10-28,185.12,2,370.24
300,CUST_040,Python Programming Book,Books,2023-12-20,45.82,3,137.46
301,CUST_033,Python Programming Book,Books,2023-09-19,45.88,3,137.64
302,CUST_092,Yoga Mat,Sports,2023-12-19,34.03,1,34.03
303,CUST_089,Face Cream,Beauty,2023-06-30,21.58,3,64.74
304,CUST_060,Jeans,Clothing,2023-01-07,71.06,3,213.18
305,CUST_031,Face Cream,Beauty,2023-01-23,22.55,2,45.1
306,CUST_053,Coffee Maker,Home & Kitchen,2023-06-07,72.03,3,216.09
307,CUST_002,Coffee Maker,Home & Kitchen,2023-07-25,82.32,2,164.64
308,CUST_046,iPhone 14,Electronics,2023-06-04,1052.71,1,1052.71
309,CUST_095,Python Programming Book,Books,2023-12-20,44.47,1,44.47
310,CUST_070,Yoga Mat,Sports,2023-03-15,28.09,2,56.18
311,CUST_060,Jeans,Clothing,2023-12-01,66.92,1,66.92
312,CUST_020,T-Shirt,Clothing,2023-12-18,29.46,2,58.92
313,CUST_064,Blender,Home & Kitchen,2023-01-17,51.63,1,51.63
314,CUST_065,Face Cream,Beauty,2023-01-22,22.81,3,68.43
315,CUST_014,T-Shirt,Clothing,2023-07-11,21.29,3,63.87
316,CUST_076,iPhone 14,Electronics,2023-01-07,948.72,2,1897.44
317,CUST_032,Coffee Maker,Home & Kitchen,2023-02-27,77.71,2,155.42
318,CUST_098,T-Shirt,Clothing,2023-10-12,21.01,1,21.01
319,CUST_039,Coffee Maker,Home & Kitchen,2023-09-28,96.96,1,96.96
320,CUST_032,T-Shirt,Clothing,2023-05-10,21.3,2,42.6
321,CUST_067,Python Programming Book,Books,2023-12-03,47.09,1,47.09
322,CUST_080,T-Shirt,Clothing,2023-12-23,27.59,2,55.18
323,CUST_069,Face Cream,Beauty,2023-09-14,17.83,2,35.66
324,CUST_061,iPhone 14,Electronics,2023-06-12,1085.96,1,1085.96
325,CUST_018,Python Programming Book,Books,2023-09-28,35.25,2,70.5
326,CUST_093,Python Programming Book,Books,2023-11-05,39.25,3,117.75
327,CUST_050,AirPods,Electronics,2023-07-18,153.44,1,153.44
328,CUST_053,Face Cream,Beauty,2023-01-24,17.47,3,52.41
329,CUST_015,Coffee Maker,Home & Kitchen,2023-06-02,93.85,1,93.85
330,CUST_084,Yoga Mat,Sports,2023-08-16,26.7,2,53.4
331,CUST_060,Blender,Home & Kitchen,2023-11-15,46.51,2,93.02
332,CUST_002,Python Programming Book,Books,2023-12-10,47.74,3,143.22
333,CUST_081,Jeans,Clothing,2023-03-13,64.32,2,128.64
334,CUST_082,Blender,Home & Kitchen,2023-04-05,53.89,3,161.67
335,CUST_033,Yoga Mat,Sports,2023-04-12,29.76,3,89.28
336,CUST_088,iPhone 14,Electronics,2023-02-10,1028.35,1,1028.35
337,CUST_079,Blender,Home & Kitchen,2023-03-21,44.2,2,88.4
338,CUST_033,Python Programming Book,Books,2023-07-21,37.21,2,74.42
339,CUST_002,iPhone 14,Electronics,2023-08-13,940.24,1,940.24
340,CUST_033,T-Shirt,Clothing,2023-03-18,23.96,2,47.92
341,CUST_066,Coffee Maker,Home & Kitchen,2023-06-15,96.81,2,193.62
342,CUST_015,Coffee Maker,Home & Kitchen,2023-04-16,106.24,1,106.24
343,CUST_061,Blender,Home & Kitchen,2023-05-03,58.71,1,58.71
344,CUST_095,MacBook Pro,Electronics,2023-02-10,1365.15,2,2730.3
345,CUST_084,Coffee Maker,Home & Kitchen,2023-11-14,104.2,3,312.6
346,CUST_004,Blender,Home & Kitchen,2023-11-10,49.61,2,99.22
347,CUST_041,Face Cream,Beauty,2023-07-07,16.64,2,33.28
348,CUST_012,Yoga Mat,Sports,2023-03-28,31.38,1,31.38
349,CUST_019,T-Shirt,Clothing,2023-02-24,21.81,1,21.81
350,CUST_053,AirPods,Electronics,2023-07-02,145.49,2,290.98
351,CUST_083,Jeans,Clothing,2023-05-30,59.83,1,59.83
352,CUST_028,AirPods,Electronics,2023-07-21,159.87,3,479.61
353,CUST_054,iPhone 14,Electronics,2023-07-26,985.04,3,2955.12
354,CUST_094,Face Cream,Beauty,2023-08-01,22.76,1,22.76
355,CUST_037,T-Shirt,Clothing,2023-01-04,28.66,2,57.32
356,CUST_096,T-Shirt,Clothing,2023-04-15,27.24,2,54.48
357,CUST_100,MacBook Pro,Electronics,2023-03-07,1380.59,2,2761.18
358,CUST_058,AirPods,Electronics,2023-09-03,177.53,1,177.53
359,CUST_021,AirPods,Electronics,2023-08-13,195.53,2,391.06
360,CUST_094,Face Cream,Beauty,2023-03-28,23.76,2,47.52
361,CUST_037,Blender,Home & Kitchen,2023-11-21,48.73,1,48.73
362,CUST_060,Python Programming Book,Books,2023-04-21,37.74,3,113.22
363,CUST_002,Blender,Home & Kitchen,2023-08-19,47.81,1,47.81
364,CUST_028,AirPods,Electronics,2023-03-07,144.64,1,144.64
365,CUST_065,Coffee Maker,Home & Kitchen,2023-06-13,80.44,3,241.32
366,CUST_010,Blender,Home & Kitchen,2023-07-14,46.61,2,93.22
367,CUST_093,Yoga Mat,Sports,2023-09-23,29.38,1,29.38
368,CUST_008,iPhone 14,Electronics,2023-06-20,866.81,1,866.81
369,CUST_084,Yoga Mat,Sports,2023-10-11,32.83,3,98.49
370,CUST_076,iPhone 14,Electronics,2023-06-14,1082.14,1,1082.14
371,CUST_056,Blender,Home & Kitchen,2023-06-05,42.23,3,126.69
372,CUST_078,Yoga Mat,Sports,2023-05-10,26.76,3,80.28
373,CUST_026,iPhone 14,Electronics,2023-10-12,889.87,3,2669.61
